"","date_from","date_to","t2","t1","price","fitted price","step_backward","nbre_generation","t_until_critical_point","days_before_critical_time","m","omega","tc","A","B","C1","C2","oscill","damp","rel_err"
"result.1","2005-05-21","2007-09-28",2007.7397260274,2005.38904109589,1526.75,1502.53714658425,0,80,0.167107449633704,60,1.86021956651773,3.73923058762929,2007.90683347703,7.31800815321489,-0.0677509490623446,-0.0233660996653443,-0.00713836741533537,0.128397199686191,0.113678569617239,0.016114645465365
"result.2","2005-05-21","2007-09-28",2007.7397260274,2005.39726027397,1526.75,1502.61160242971,-5,80,0.1869243374706,68,1.85629489106954,3.85003166226439,2007.92665036487,7.3186942340955,-0.066365591089164,-0.0213907038731968,-0.00933465918497756,0.147791333917013,0.077764225343239,0.01606429601053
"result.3","2005-05-21","2007-09-28",2007.7397260274,2005.41095890411,1526.75,1503.09992743732,-10,80,0.239567670989345,87,1.82077656316059,4.14746766308842,2007.97929369839,7.32129136211972,-0.0640901652487224,-0.0154436964271025,-0.0138359445296591,0.203057430903847,0.0385140546817921,0.0157341984594483
"result.4","2005-05-21","2007-09-28",2007.7397260274,2005.42739726027,1526.75,1502.79272060708,-15,80,0.252479737747535,92,1.84251390237234,4.21355824832828,2007.99220576514,7.32120702401715,-0.0624328844676712,-0.0141304118468635,-0.0145537315713179,0.218322735163024,0.0341193708775034,0.0159418388606767
"result.5","2005-05-21","2007-09-28",2007.7397260274,2005.43835616438,1526.75,1503.25694090643,-20,80,0.363016572823653,132,1.79130662919913,4.79683226806241,2008.10274260022,7.32711547463857,-0.0586352728940646,-0.00155402490094348,-0.0164698664383541,0.351294242081769,0.014827790009116,0.0156281061834993
"result.6","2005-05-21","2007-09-28",2007.7397260274,2005.45205479452,1526.75,1502.97578934675,-25,80,0.333862500328223,121,1.82232900581202,4.65892865606935,2008.07358852773,7.32486031900062,-0.0587056959992608,-0.00463882953218264,-0.0167636096603261,0.317331673119975,0.0176522433112839,0.0158180928939552
"result.7","2005-05-21","2007-09-28",2007.7397260274,2005.46575342466,1526.75,1503.19771724801,-30,80,0.454780719690461,165,1.78851318258802,5.29007918946902,2008.19450674709,7.33129516738458,-0.0548222163320681,0.00683321381371383,-0.012588382000117,0.482234359257947,0.0172659859460936,0.015668120355525
"result.8","2005-05-21","2007-09-28",2007.7397260274,2005.48493150685,1526.75,1502.86294727487,-35,80,0.450952879985834,164,1.82750386316179,5.29855943162631,2008.19067890738,7.32959270272727,-0.053194081646298,0.00670841157022473,-0.0126917528228197,0.483014903773175,0.0169165042414721,0.0158943653301475
"result.9","2005-05-21","2007-09-28",2007.7397260274,2005.49315068493,1526.75,1502.79471772755,-40,80,0.44931483843925,163,1.83555596995168,5.29565757022567,2008.18904086584,7.32921263004747,-0.0529008175729557,0.00661972856735768,-0.0127656635844881,0.482756040273082,0.0167850694314538,0.0159404887373254
"result.10","2005-05-21","2007-09-28",2007.7397260274,2005.50684931507,1526.75,1502.78779665745,-45,80,0.446568072303535,162,1.83655750249536,5.28085026542857,2008.1862940997,7.32905714852363,-0.0529680870406956,0.00641156107856822,-0.0129385840444144,0.481399256514231,0.0165847361443284,0.015945167638337
"result.11","2005-05-21","2007-09-28",2007.7397260274,2005.52328767123,1526.75,1502.69484063376,-50,80,0.443286766909068,161,1.84851479957076,5.27296174310318,2008.18301279431,7.32846320777827,-0.0525747485137815,0.00621995128495147,-0.0130929433916273,0.480686400538302,0.0163495875797649,0.0160080135472431
"result.12","2005-05-21","2007-09-28",2007.7397260274,2005.53424657534,1526.75,1502.34141162802,-55,80,0.441095683586582,160,1.89480547490385,5.29908628523527,2008.18082171098,7.32666129022501,-0.0506755149555992,0.00628792712944797,-0.0130241637683758,0.483068623498488,0.0161641033529826,0.0162470315888623
"result.13","2005-05-21","2007-09-28",2007.7397260274,2005.54794520548,1526.75,1501.99042942998,-60,80,0.438351712328313,159,1.93813312541874,5.31623791391204,2008.17807773973,7.32501812738718,-0.0490027807277564,0.00627661783963798,-0.0130006781537086,0.48462788695138,0.0159364079302897,0.0164845062158044
"result.14","2005-05-21","2007-09-28",2007.7397260274,2005.56164383562,1526.75,1501.53538158867,-65,80,0.435615217511895,158,1.9941219833971,5.33585759570106,2008.17534124491,7.32303298355458,-0.0469140805173137,0.00627386990350021,-0.0129295805524104,0.486419685664377,0.0156678163646288,0.0167925569523713
"result.15","2005-05-21","2007-09-28",2007.7397260274,2005.58082191781,1526.75,1502.21174118172,-70,80,0.431741488589068,157,1.99995880703549,5.45618581763037,2008.17146751599,7.32221922221301,-0.0466940115927948,0.00716303714404514,-0.0123809368577055,0.497348726360442,0.016358322160323,0.0163347537138673
"result.16","2005-05-21","2007-09-28",2007.7397260274,2005.58904109589,1526.75,1502.80527124574,-75,80,0.430122379883414,156,1.99999638804053,5.55050702916378,2008.16984840728,7.3217702160359,-0.0466173039277697,0.00787773732978462,-0.0118432055379283,0.505972834409161,0.0170735246201665,0.0159333542491586
"result.17","2005-05-21","2007-09-28",2007.7397260274,2005.60273972603,1526.75,1503.30406103603,-80,80,0.427375183974846,155,1.99999264874048,5.61501332319089,2008.16710121137,7.32135419623169,-0.0466111338633233,0.00830865842336362,-0.0115066384131201,0.511844815846997,0.017560951618897,0.0155962719530031
"result.18","2005-05-21","2007-09-28",2007.7397260274,2005.61917808219,1526.75,1504.09730442045,-85,80,0.424068643546207,154,1.99992782833144,5.71508446911455,2008.16379467094,7.32074011532484,-0.0465509693040145,0.00897172084352228,-0.010901543279026,0.520945568388945,0.0184651480875996,0.0150606583184294
"result.19","2005-05-21","2007-09-28",2007.7397260274,2005.6301369863,1526.75,1537.9482394565,-90,80,0.00209815958464787,0,0.328348475113327,1.73305744416338,2007.74182418698,7.36706447924731,-0.139591119235904,-0.0266120065372994,-0.0565119356329886,0.000861405693064373,0.0233903105573715,-0.00728128500635372
"result.20","2005-05-21","2007-09-28",2007.7397260274,2005.64383561644,1526.75,1505.23967153992,-95,80,0.419142285272756,152,1.999993121508,5.84531677816396,2008.15886831267,7.31985216059179,-0.0464527688977758,0.00975998860818863,-0.0100566546613,0.532822029040535,0.0198583224807965,0.0142903013166517
"result.21","2005-05-21","2007-09-28",2007.7397260274,2005.65753424658,1526.75,1505.56951242213,-100,80,0.415310021933465,151,1.99998350444124,5.87311937109709,2008.15503604933,7.31948025191289,-0.0465137898741371,0.0098678063619806,-0.00997490939501403,0.534071739024579,0.0200297259583842,0.0140680901168039
"result.22","2005-05-21","2007-09-28",2007.7397260274,2005.67945205479,1526.75,1514.91095792836,-105,80,0.00200207464081359,0,1.28277362826769,7.53873697384216,2007.74172810204,7.31035883335142,-0.0913222904223782,0.00412705860087383,-0.0143115998243087,0.00366111150452633,0.0120454906069046,0.00781500853873852
"result.23","2005-05-21","2007-09-28",2007.7397260274,2005.68493150685,1526.75,1506.68682284722,-110,80,0.410861427308873,149,1.99990978825883,5.97836319866703,2008.15058745471,7.31868777532902,-0.046417206332907,0.0104319792112192,-0.00923653510259596,0.544874071296153,0.021426581536782,0.0133160898791588
"result.24","2005-05-21","2007-09-28",2007.7397260274,2005.69863013699,1526.75,1513.78310421586,-115,80,0.00200063937700179,0,1.31228355469482,7.66186492524125,2007.74172666677,7.30816419758445,-0.088358660801406,0.0050992228483475,-0.0131805583467232,0.00375316055652685,0.0125939564100666,0.00856588750926593
"result.25","2005-05-21","2007-09-28",2007.7397260274,2005.71506849315,1526.75,1537.49570493634,-120,80,0.404925451737881,147,1.18182800365171,11.1006376767667,2008.14465147914,7.34556053853853,-0.0859646760355501,-0.00498849554411371,0.00307708929885855,1.01192893859033,0.0165588721057334,-0.00698909590565942
"result.26","2005-05-21","2007-09-28",2007.7397260274,2005.72602739726,1526.75,1511.82655538921,-125,80,0.00201967416410298,0,1.36253736182106,7.8097453683625,2007.74174570156,7.30488450687095,-0.0838788326936453,0.00620813824994092,-0.0115988620118923,0.00391449743877655,0.0135580842087719,0.00987113538758264
"result.27","2005-05-21","2007-09-28",2007.7397260274,2005.7397260274,1526.75,1511.38496364949,-130,80,0.00201713615888366,0,1.37648932770872,7.85470197101804,2007.74174316356,7.30398583130992,-0.0826518458226254,0.0064818493749821,-0.0110959288461668,0.00395900471328438,0.0138990631619268,0.0101661963828278
"result.28","2005-05-21","2007-09-28",2007.7397260274,2005.75342465753,1526.75,1510.63777686469,-135,80,0.00201268378668829,0,1.39757946178053,7.89881053167258,2007.74173871118,7.30276875730418,-0.0809734552510124,0.0067910479254869,-0.0105480782812385,0.00399983584727197,0.0143445894473257,0.0106658415287052
"result.29","2005-05-21","2007-09-28",2007.7397260274,2005.77260273973,1526.75,1509.76001712245,-140,80,0.00201252042393207,0,1.42178617320776,7.9478607697121,2007.74173854782,7.30141477054247,-0.0791013872767449,0.00710795399332013,-0.0099203606874676,0.00406356216148452,0.0149095590896845,0.0112534327872391
"result.30","2005-05-21","2007-09-28",2007.7397260274,2005.78082191781,1526.75,1558.7925295251,-145,80,0.0428111378078029,15,0.102541190631985,2.02121550138104,2007.7825371652,7.77507221725613,-0.561150019187991,-0.00814373059292167,-0.0519153576059768,0.0218485791864128,0.0201162616026169,-0.0205559937696561
"result.31","2005-05-21","2007-09-28",2007.7397260274,2005.79452054795,1526.75,1509.6194185583,-150,80,0.00200072132724927,0,1.42635157347203,7.96105042492242,2007.74172674872,7.30114372114773,-0.0787306088534701,0.00717070936036116,-0.00976195867522818,0.00409202470953003,0.0150502310487783,0.0113476159826143
"result.32","2005-05-21","2007-09-28",2007.7397260274,2005.81095890411,1526.75,1509.65694642134,-155,80,0.00200007163516602,0,1.4246718830431,7.95441210975844,2007.74172609903,7.30125132431287,-0.0788773205197434,0.00714406560651638,-0.00983791026113893,0.00412210234385758,0.0149857189739469,0.0113224753604982
"result.33","2005-05-21","2007-09-28",2007.7397260274,2005.82191780822,1526.75,1505.67674339056,-160,80,0.380326207151938,138,1.99623101842988,5.69421585852103,2008.12005223455,7.31823031449769,-0.0481729130027977,0.00772870674674377,-0.0127076051633202,0.515083657962959,0.0164862480998377,0.013995870429656
"result.34","2005-05-21","2007-09-28",2007.7397260274,2005.83561643836,1526.75,1522.45062611172,-165,80,0.00204660995154882,0,0.373202706280838,1.95446097318323,2007.74177263735,7.3676411405111,-0.141414022071601,-0.0260603536558071,-0.0495166669800201,0.00104980069234901,0.0248568723881804,0.00282398247571618
"result.35","2005-05-21","2007-09-28",2007.7397260274,2005.84931506849,1526.75,1523.36491361835,-170,80,0.00527977195110907,1,0.3745182518346,2.03133282717181,2007.74500579935,7.37331222900453,-0.148408845164997,-0.024342612232079,-0.0475407169410926,0.00283272397713525,0.0249299414360459,0.00222211129545312
"result.36","2005-05-21","2007-09-28",2007.7397260274,2005.86849315069,1526.75,1521.04118567852,-175,80,0.00202869636996184,0,0.389234805610701,2.0086273539632,2007.74175472377,7.36685576393164,-0.14108872847703,-0.0256355534933327,-0.0475794968425503,0.00108823646954848,0.0253951852283176,0.0037532279699148
"result.37","2005-05-21","2007-09-28",2007.7397260274,2005.87671232877,1526.75,1500.2327332939,-180,80,0.371957593180696,135,1.99978992561726,5.11585146160654,2008.11168362058,7.32018110679581,-0.0494707781524875,0.00181714790922927,-0.0157982408568486,0.465626737416851,0.0132791744210239,0.0176754353625413
"result.38","2005-05-21","2007-09-28",2007.7397260274,2005.8904109589,1526.75,1516.94786619824,-185,80,0.00226424738616515,0,0.400550764779593,2.02266622710467,2007.74199027478,7.36510780236874,-0.13923746330605,-0.0256220400401319,-0.0467750585871571,0.00123748932381677,0.0257775336291319,0.00646174731523588
"result.39","2005-05-21","2007-09-28",2007.7397260274,2005.90684931507,1526.75,1518.48726231747,-190,80,0.00213220764294419,0,0.397829536170666,2.02769832906351,2007.74185823504,7.36598098821691,-0.140306081454942,-0.0254958901552032,-0.0467674213802439,0.00117873750581309,0.0256866517997463,0.00544142706203193
"result.40","2005-05-21","2007-09-28",2007.7397260274,2005.91780821918,1526.75,1515.4188460741,-195,80,0.00239435610001237,0,0.409503637301328,2.03747418818955,2007.7421203835,7.36399812530363,-0.138135434101135,-0.0255443042683887,-0.0460484038295533,0.00133794069191016,0.0260851917761244,0.00747724231835712
"result.41","2005-05-21","2007-09-28",2007.7397260274,2005.93150684932,1526.75,1496.70638967662,-200,80,0.361360038183648,131,1.99907582605467,4.72502777283152,2008.10108606558,7.32105877930259,-0.0504283137524987,-0.00286840409419422,-0.0164181349926168,0.430428195176584,0.0152631509815034,0.020073148969365
"result.42","2005-05-21","2007-09-28",2007.7397260274,2005.94520547945,1526.75,1495.2336467345,-205,80,0.358562149721365,130,1.9997088744059,4.57454888981618,2008.09828817712,7.32138781072494,-0.0506471379108498,-0.00460919391519997,-0.0162923058812931,0.4166561938014,0.0170951084306815,0.0210778785872914
"result.43","2005-05-21","2007-09-28",2007.7397260274,2005.96438356164,1526.75,1515.0545643272,-210,80,0.00215879250436046,0,0.42562747060014,2.0518375374392,2007.7418848199,7.36128448367216,-0.135219545413933,-0.0256767438524167,-0.0450446529053546,0.0012467455326521,0.0266452002732605,0.00771948149471088
"result.44","2005-05-21","2007-09-28",2007.7397260274,2005.97260273973,1526.75,1511.67934630728,-215,80,0.00568726189021618,2,0.440728077838264,2.09403908343745,2007.74541328929,7.36157547950473,-0.135775538187487,-0.0247037227469574,-0.0434194395331255,0.00336428856304767,0.0271247708018277,0.00996947780594837
"result.45","2005-05-21","2007-09-28",2007.7397260274,2005.98630136986,1526.75,1507.24853833219,-220,80,0.00252760504463367,0,0.498771207420587,2.08905437150548,2007.74225363244,7.35076549124756,-0.123368598153956,-0.0263876782246861,-0.0410073339646026,0.0015046275738357,0.0294839000913132,0.0129384512055241
"result.46","2005-05-21","2007-09-28",2007.7397260274,2006.00547945205,1526.75,1515.65483496622,-225,80,0.0020563653854424,0,0.426245892799965,2.06891843996328,2007.74178239278,7.36208007287438,-0.136371528316061,-0.0253788340432642,-0.0446025040610291,0.00122587294704358,0.0266693922896177,0.00732037715831462
"result.47","2005-05-21","2007-09-28",2007.7397260274,2006.01369863014,1526.75,1480.8973734248,-230,80,0.00201243891001468,0,1.39696406036739,1.95264387138333,2007.74173846631,7.31764872579424,-0.0778042918772306,-0.0367956191109254,0.00807497565948503,0.00113766660671252,0.257662505071944,0.0309627307050742
"result.48","2005-05-21","2007-09-28",2007.7397260274,2006.02739726027,1526.75,1480.73549515891,-235,80,0.00200012728896581,0,1.48521316471189,1.89181573856883,2007.74172615469,7.3174812273707,-0.0772545435170577,-0.0371136885005116,0.0140635480050519,0.00110424591187052,0.167444113593609,0.0310754385179022
"result.49","2005-05-21","2007-09-28",2007.7397260274,2006.04383561644,1526.75,1480.65086444251,-240,80,0.00200323263675273,0,1.52636235326519,1.85923802168375,2007.74172926003,7.31747865689285,-0.0771788573615096,-0.0371449036765251,0.01705992923774,0.00109744363731197,0.147164388574889,0.0311343725010051
"result.50","2005-05-21","2007-09-28",2007.7397260274,2006.0602739726,1526.75,1482.36488126303,-245,80,0.335719507952717,122,1.9999054703544,3.39866556390627,2008.07544553535,7.32335420813158,-0.0511121123821059,-0.016475665427086,-0.0107396299439054,0.309680887129375,0.0520646077938521,0.029942100826857
"result.51","2005-05-21","2007-09-28",2007.7397260274,2006.06849315068,1526.75,1481.20347283355,-250,80,0.0024641779614285,0,1.80239896589085,1.63425914806981,2007.74219020536,7.31852769062401,-0.0827518431406997,-0.0324636035616062,0.0414089266945827,0.00120394333724919,0.100745598908619,0.0307496761935911
"result.52","2005-05-21","2007-09-28",2007.7397260274,2006.08219178082,1526.75,1480.84277156513,-255,80,0.00351281168991591,1,1.86465470887531,1.5312116311959,2007.74323883909,7.31906639107001,-0.0851947048146935,-0.030155828788249,0.0494786685051075,0.00162083120245588,0.101370756762428,0.0310007445195203
"result.53","2005-05-21","2007-09-28",2007.7397260274,2006.09863013699,1526.75,1481.29233110853,-260,80,0.00204668202468383,0,1.99832002949078,1.32724695236022,2007.74177270942,7.32032469168795,-0.0977400633994107,-0.0188306557939594,0.0717685971425631,0.000827118025104904,0.111975863326786,0.0306878446183875
"result.54","2005-05-21","2007-09-28",2007.7397260274,2006.1095890411,1526.75,1479.5459939522,-265,80,0.00430691346741696,1,1.99595882751432,1.31389707618184,2007.74403294086,7.32043799848929,-0.0970080330751929,-0.0192405141709867,0.0717099859837978,0.00173340606123558,0.112608461997389,0.0319043856972032
"result.55","2005-05-21","2007-09-28",2007.7397260274,2006.12328767123,1526.75,1477.39860983336,-270,80,0.0023776303755767,0,1.98033179084954,1.19727238301195,2007.74210365777,7.32076208253846,-0.0978965789546758,-0.018357516643047,0.0776971378378845,0.000879891160520612,0.120949191226088,0.0334042484121498
"result.56","2005-05-21","2007-09-28",2007.7397260274,2006.1397260274,1526.75,1477.35015757651,-275,80,0.00229594686402379,0,1.99984509457116,1.2003016324014,2007.74202197426,7.32085516029215,-0.100549136708663,-0.0159408016843605,0.0798648865241152,0.000860579186536382,0.121945149917368,0.0334381406940955
"result.57","2005-05-21","2007-09-28",2007.7397260274,2006.15616438356,1526.75,1476.28574733466,-280,80,0.00282083935894661,1,1.99973450361254,1.15560031071856,2007.74254686676,7.32104782471567,-0.101491671058405,-0.0149138550910788,0.082922603391891,0.00102833474960201,0.126093289272806,0.0341832553463618
"result.58","2005-05-21","2007-09-28",2007.7397260274,2006.16438356164,1526.75,1475.69856328036,-285,80,0.00229475518221989,0,1.99973980965212,1.12792613157629,2007.74202078258,7.32113941441949,-0.102472406299557,-0.0139893202509749,0.0851861352223252,0.000820910709806978,0.129029292511562,0.0345947593837546
"result.59","2005-05-21","2007-09-28",2007.7397260274,2006.17808219178,1526.75,1475.3243688154,-290,80,0.0026877160883032,0,1.99599671124414,1.15824542196422,2007.74241374349,7.32101200126848,-0.100908125122793,-0.0154711557786332,0.0822935752772487,0.000995860567090385,0.125558554715979,0.0348571692243469
"result.60","2005-05-21","2007-09-28",2007.7397260274,2006.19452054795,1526.75,1477.90003692921,-295,80,0.0111262739180802,4,1.98079948307372,1.63956995997363,2007.75085230132,7.31922424265017,-0.0900770866684239,-0.0253827055707516,0.0537416255963616,0.00588172295454207,0.0963432553769667,0.0330536314027612
"result.61","2005-05-21","2007-09-28",2007.7397260274,2006.20547945205,1526.75,1474.23152854658,-300,80,0.00317546695850979,1,1.99964101043853,1.16286384640824,2007.74290149436,7.3210298149844,-0.101149769840932,-0.0152129343071285,0.0822739200985392,0.00120215996471042,0.125317727895962,0.0356243035347322
"result.62","2005-05-21","2007-09-28",2007.7397260274,2006.21917808219,1526.75,1474.2297127564,-305,80,0.00244845597262611,0,1.99957773156306,1.14668267434382,2007.74217448337,7.32107021298165,-0.101853821102465,-0.014593186867049,0.0836774075829557,0.000922477982525674,0.127034991727035,0.0356255791001564
"result.63","2005-05-21","2007-09-28",2007.7397260274,2006.23287671233,1526.75,1474.47891454782,-310,80,0.00215211386012015,0,1.9990700947335,1.15740212734388,2007.74187814126,7.32101609159227,-0.101596027337215,-0.0148859025682849,0.0828915555943209,0.00082592336101236,0.125960928172296,0.0354505479437212
"result.64","2005-05-21","2007-09-28",2007.7397260274,2006.25205479452,1526.75,1474.51889846277,-315,80,0.00221671969279669,0,1.99968309379286,1.1396039123408,2007.74194274709,7.32109118673194,-0.102157891824762,-0.0143167710356257,0.0842958133930234,0.000848407283901772,0.127807720636421,0.035422470062396
"result.65","2005-05-21","2007-09-28",2007.7397260274,2006.2602739726,1526.75,1475.10387655492,-320,80,0.00268750864779577,0,1.99722486428641,1.17170665361812,2007.74241353604,7.32096631233531,-0.100747576388076,-0.0156514523334594,0.0814638025564377,0.00106327037436659,0.124352572826998,0.0350118552774041
"result.66","2005-05-21","2007-09-28",2007.7397260274,2006.27397260274,1526.75,1474.61481701277,-325,80,0.0106347596181422,3,1.98811557205643,1.19627959045048,2007.75036078702,7.32106312692172,-0.0960540198997849,-0.0192504422178961,0.0764813794166049,0.00432412948774502,0.120549443640285,0.0353551194425417
"result.67","2005-05-21","2007-09-28",2007.7397260274,2006.2904109589,1526.75,1527.19132802547,-330,80,0.0184714143936162,6,0.526892308284385,2.2598403530942,2007.75819744179,7.35726577403508,-0.131654808850605,-0.021860428753996,-0.036421506377688,0.0143097539802445,0.0297953693773819,-0.000288980180395467
"result.68","2005-05-21","2007-09-28",2007.7397260274,2006.30136986301,1526.75,1504.23235520218,-335,80,0.00200028264748653,0,1.63287363598161,8.61390246116991,2007.74172631004,7.29013649609224,-0.0635772273044032,0.00758752502148693,-0.00216119237972535,0.00598539858579147,0.0434322510914663,0.0149695256320909
"result.69","2005-05-21","2007-09-28",2007.7397260274,2006.31506849315,1526.75,1504.23364218164,-340,80,0.00200037783224616,0,1.6405222783044,8.61322887122548,2007.74172640523,7.28986824825373,-0.0631928344211303,0.00761875915572504,-0.00211273360288094,0.00604272492790547,0.0444939938306929,0.0149686572530745
"result.70","2005-05-21","2007-09-28",2007.7397260274,2006.32876712329,1526.75,1504.22695961184,-345,80,0.00200088266137755,0,1.65078351635314,8.60834564692228,2007.74172691006,7.28952575606615,-0.0626985875627144,0.00767570403943543,-0.00208092148612114,0.00609942930939503,0.0454157264180406,0.0149731662793577
"result.71","2005-05-21","2007-09-28",2007.7397260274,2006.34794520548,1526.75,1534.16283345349,-350,80,0.00200118949192074,0,0.442537594583474,1.62716379012156,2007.74172721689,7.33481476539772,-0.0989558176025786,-0.0338109268694009,-0.0554151751923933,0.00116897870680684,0.0263089498356429,-0.00483184267787505
"result.72","2005-05-21","2007-09-28",2007.7397260274,2006.35616438356,1526.75,1538.41662324573,-355,80,0.0020048872058851,0,0.46216187081034,1.54344952841147,2007.7417309146,7.32762562509349,-0.0885673467428285,-0.0365656473721301,-0.0572501659266574,0.00111747906117687,0.026456446282134,-0.00758352650994627
